user_id,general_interest,Age
8968,non-fiction,38
2108,non-fiction,59
3642,fiction,86
3795,romance,31
3798,non-fiction,83
920,non-fiction,49
915,"history, historical fiction, biography",49
8957,"history, historical fiction, biography",45
8965,fiction,86
6920,"mystery, thriller, crime",40
4489,"history, historical fiction, biography",39
9685,romance,47
2394,poetry,75
9701,poetry,41
7429,children,84
911,"mystery, thriller, crime",85
7455,"comics, graphic",92
882,"fantasy, paranormal",37
9059,"fantasy, paranormal",89
1349,young-adult,60
856,romance,18
5297,poetry,26
8913,poetry,87
5300,"fantasy, paranormal",84
2451,"fantasy, paranormal",36
7490,"fantasy, paranormal",43
6826,poetry,98
9792,young-adult,52
2455,"mystery, thriller, crime",66
3808,"history, historical fiction, biography",86
845,"history, historical fiction, biography",79
5103,fiction,96
7495,poetry,20
840,fiction,53
9799,"history, historical fiction, biography",99
3638,"fantasy, paranormal",31
9802,non-fiction,32
1360,non-fiction,89
2078,"history, historical fiction, biography",64
1359,"history, historical fiction, biography",90
1358,children,18
859,children,48
6847,"fantasy, paranormal",90
2439,"history, historical fiction, biography",38
9762,young-adult,55
2442,"fantasy, paranormal",52
4471,non-fiction,70
9768,non-fiction,58
873,fiction,70
6856,"mystery, thriller, crime",87
3353,"history, historical fiction, biography",78
871,"history, historical fiction, biography",24
8921,"history, historical fiction, biography",95
7463,"comics, graphic",43
9771,children,82
6841,young-adult,80
4466,non-fiction,50
5292,"comics, graphic",41
9775,romance,38
1357,romance,86
6836,"comics, graphic",64
2387,romance,40
1326,"comics, graphic",84
6928,"history, historical fiction, biography",77
6929,poetry,23
1289,poetry,74
4531,"history, historical fiction, biography",47
3768,"history, historical fiction, biography",44
9563,"fantasy, paranormal",36
7384,romance,20
3771,"fantasy, paranormal",93
9022,non-fiction,78
3653,"comics, graphic",20
7016,non-fiction,21
2357,"history, historical fiction, biography",51
7013,"history, historical fiction, biography",52
9583,poetry,63
9585,"history, historical fiction, biography",35
7012,"comics, graphic",40
3365,fiction,42
1295,fiction,86
3773,children,62
9600,young-adult,60
9015,fiction,23
969,children,18
973,"fantasy, paranormal",82
9534,young-adult,48
3766,"history, historical fiction, biography",68
7043,non-fiction,22
4554,children,50
2347,romance,80
9502,"fantasy, paranormal",24
4552,young-adult,44
5259,"history, historical fiction, biography",94
3656,young-adult,19
4547,"mystery, thriller, crime",41
7366,romance,62
7371,fiction,96
4545,"fantasy, paranormal",25
976,non-fiction,57
9522,poetry,39
2349,"comics, graphic",49
4690,fiction,28
974,children,20
2136,young-adult,28
9528,"comics, graphic",96
4705,"mystery, thriller, crime",93
4519,"history, historical fiction, biography",30
9008,"comics, graphic",24
8978,non-fiction,98
8990,"comics, graphic",85
4508,children,27
9642,"history, historical fiction, biography",69
2373,poetry,81
1314,"mystery, thriller, crime",86
9653,"history, historical fiction, biography",63
9655,"fantasy, paranormal",41
3786,children,70
7410,"history, historical fiction, biography",96
8994,children,23
2113,"fantasy, paranormal",65
6938,"fantasy, paranormal",50
9664,young-adult,76
927,young-adult,88
8976,poetry,71
2112,"mystery, thriller, crime",26
926,non-fiction,81
6932,non-fiction,72
8991,romance,55
8995,"mystery, thriller, crime",87
3364,children,58
2366,"comics, graphic",76
6993,"mystery, thriller, crime",58
7389,"mystery, thriller, crime",19
9607,fiction,35
7392,"history, historical fiction, biography",30
9609,"mystery, thriller, crime",78
2125,romance,80
6983,"mystery, thriller, crime",71
7399,"history, historical fiction, biography",96
3779,"mystery, thriller, crime",28
942,young-adult,54
2369,children,32
2116,fiction,46
9001,young-adult,84
3780,"history, historical fiction, biography",73
3647,"comics, graphic",94
2370,"fantasy, paranormal",49
3646,"fantasy, paranormal",42
6969,"history, historical fiction, biography",49
4830,"comics, graphic",91
3887,poetry,22
3284,young-adult,36
3953,fiction,22
3955,"history, historical fiction, biography",22
5981,"mystery, thriller, crime",80
2966,"mystery, thriller, crime",70
3480,"mystery, thriller, crime",33
5974,children,66
5973,"comics, graphic",49
4128,"history, historical fiction, biography",83
10981,"fantasy, paranormal",94
1843,"history, historical fiction, biography",31
4912,poetry,37
4126,non-fiction,87
5959,"mystery, thriller, crime",41
1839,romance,42
8362,"fantasy, paranormal",53
3537,non-fiction,67
11002,young-adult,39
180,"mystery, thriller, crime",18
10967,children,18
194,"comics, graphic",95
5546,"fantasy, paranormal",65
5982,"mystery, thriller, crime",45
7973,young-adult,94
10921,romance,55
8393,children,81
6003,non-fiction,33
217,"comics, graphic",26
8390,young-adult,52
10936,romance,94
2957,children,59
1850,"comics, graphic",41
10944,"history, historical fiction, biography",99
5987,"mystery, thriller, crime",60
4139,"mystery, thriller, crime",50
206,young-adult,53
205,non-fiction,47
198,"fantasy, paranormal",94
8379,children,30
2963,poetry,56
2972,"fantasy, paranormal",87
8354,"mystery, thriller, crime",92
7936,"fantasy, paranormal",58
1684,poetry,54
5914,romance,55
3197,young-adult,23
8024,"history, historical fiction, biography",24
4110,romance,61
1685,non-fiction,85
8332,"history, historical fiction, biography",61
8025,fiction,79
4108,fiction,48
8328,"fantasy, paranormal",91
8327,children,79
3483,"mystery, thriller, crime",95
4107,young-adult,64
1687,romance,69
148,fiction,41
5899,children,93
141,poetry,95
139,children,60
5915,poetry,33
154,fiction,89
4914,young-adult,61
4921,"history, historical fiction, biography",78
3529,romance,35
3528,poetry,63
8349,young-adult,41
5931,non-fiction,19
3526,poetry,87
2981,young-adult,97
4920,fiction,19
172,non-fiction,24
5548,children,95
3482,fiction,56
11034,non-fiction,19
3205,romance,40
4116,poetry,60
11038,"fantasy, paranormal",36
158,"fantasy, paranormal",20
5919,"fantasy, paranormal",79
5556,"fantasy, paranormal",99
2941,children,75
7972,"history, historical fiction, biography",70
10431,fiction,52
290,"mystery, thriller, crime",27
8461,poetry,76
10797,children,82
1869,"history, historical fiction, biography",25
10804,young-adult,31
4875,"comics, graphic",41
4877,non-fiction,31
8451,poetry,96
10822,"comics, graphic",53
3232,fiction,30
10825,"fantasy, paranormal",95
277,non-fiction,39
10827,"comics, graphic",84
3560,young-adult,27
5512,romance,87
1617,"history, historical fiction, biography",18
270,romance,32
6067,"comics, graphic",46
3467,"fantasy, paranormal",67
8464,"mystery, thriller, crime",37
2940,young-adult,77
2889,"comics, graphic",85
6105,romance,35
2880,"history, historical fiction, biography",61
6097,non-fiction,61
7948,young-adult,93
10771,fiction,92
1608,children,43
3926,young-adult,29
10775,"fantasy, paranormal",33
10778,romance,71
10779,fiction,40
301,romance,41
1874,children,52
7954,non-fiction,58
6083,"fantasy, paranormal",53
6082,"history, historical fiction, biography",49
4872,"fantasy, paranormal",78
4196,fiction,59
267,"history, historical fiction, biography",40
10840,fiction,94
1858,poetry,91
6063,fiction,57
3945,"history, historical fiction, biography",99
10887,non-fiction,73
8418,"history, historical fiction, biography",33
8417,romance,53
3224,young-adult,66
2927,"comics, graphic",52
235,"comics, graphic",98
8411,"history, historical fiction, biography",60
2930,romance,75
3546,fiction,36
10906,young-adult,77
7967,"comics, graphic",75
2935,children,18
6019,non-fiction,69
10907,"comics, graphic",54
10909,"history, historical fiction, biography",98
5009,young-adult,85
238,"mystery, thriller, crime",75
7964,non-fiction,83
6035,non-fiction,43
4179,"mystery, thriller, crime",87
10846,poetry,65
8443,"fantasy, paranormal",89
10847,"history, historical fiction, biography",58
262,non-fiction,72
5514,fiction,45
1621,children,20
7957,children,58
10855,"comics, graphic",58
4173,children,70
3548,romance,72
10863,romance,69
7961,children,46
8427,romance,99
252,romance,36
6038,non-fiction,24
10875,fiction,28
11081,children,31
5896,"comics, graphic",36
1690,romance,60
5756,"comics, graphic",70
4989,romance,76
42,young-adult,22
3506,"mystery, thriller, crime",95
4988,"fantasy, paranormal",21
4985,romance,87
8198,fiction,67
3104,"fantasy, paranormal",88
8115,poetry,93
8195,fiction,21
5735,young-adult,40
11277,"mystery, thriller, crime",83
3107,"comics, graphic",60
1803,"mystery, thriller, crime",76
4980,"fantasy, paranormal",49
11283,children,68
31,"fantasy, paranormal",77
3153,"fantasy, paranormal",83
8206,romance,45
8106,"comics, graphic",19
8086,"comics, graphic",98
11264,"mystery, thriller, crime",80
11241,"history, historical fiction, biography",43
4011,"mystery, thriller, crime",81
54,"fantasy, paranormal",83
8228,fiction,97
11246,"comics, graphic",40
5772,children,41
4065,romance,58
5623,"comics, graphic",19
5768,"fantasy, paranormal",28
8096,"history, historical fiction, biography",97
8219,fiction,89
8216,fiction,51
11254,"mystery, thriller, crime",89
4941,romance,50
11258,young-adult,98
11263,children,48
8104,children,94
8190,children,38
11292,"history, historical fiction, biography",55
3123,children,93
1786,"history, historical fiction, biography",24
8153,"mystery, thriller, crime",32
11,"history, historical fiction, biography",46
11348,non-fiction,22
10,"comics, graphic",51
3134,romance,63
5671,romance,78
4032,non-fiction,70
4042,romance,57
3140,"comics, graphic",24
11353,fiction,79
6,non-fiction,39
5667,"mystery, thriller, crime",99
5660,"fantasy, paranormal",25
4,"comics, graphic",83
1770,fiction,22
11363,poetry,24
11364,romance,49
5676,"history, historical fiction, biography",87
4963,romance,43
11339,"history, historical fiction, biography",28
8181,fiction,30
5716,romance,84
26,non-fiction,37
5712,"history, historical fiction, biography",92
4049,young-adult,77
3127,romance,75
8183,fiction,96
22,children,69
1783,"fantasy, paranormal",95
1780,non-fiction,95
8142,fiction,50
5699,"history, historical fiction, biography",95
8148,fiction,52
19,poetry,18
8169,poetry,32
5685,"fantasy, paranormal",49
1768,"mystery, thriller, crime",19
11236,"comics, graphic",99
11229,"fantasy, paranormal",94
11088,young-adult,58
5864,fiction,89
5586,young-adult,67
11131,romance,67
8054,romance,89
3026,romance,87
8298,"history, historical fiction, biography",66
11136,young-adult,81
5844,young-adult,78
1705,"history, historical fiction, biography",70
11139,children,58
8294,poetry,59
8063,fiction,62
5836,"mystery, thriller, crime",61
11145,"comics, graphic",69
8066,"history, historical fiction, biography",86
8067,"comics, graphic",52
5832,non-fiction,32
11154,"mystery, thriller, crime",29
3022,children,26
110,young-adult,55
4006,young-adult,68
1702,"fantasy, paranormal",35
5891,"mystery, thriller, crime",96
133,"comics, graphic",59
3013,fiction,43
3018,non-fiction,91
1828,young-adult,85
1693,young-adult,69
3187,non-fiction,23
3525,"fantasy, paranormal",43
5886,fiction,40
1826,poetry,77
11113,"history, historical fiction, biography",35
11114,poetry,58
3185,"comics, graphic",25
3021,"fantasy, paranormal",36
5872,"fantasy, paranormal",88
5871,romance,97
5868,poetry,55
5592,children,36
11157,non-fiction,34
4094,"mystery, thriller, crime",36
94,"mystery, thriller, crime",57
3067,children,32
5802,"mystery, thriller, crime",73
4933,romance,99
3070,"fantasy, paranormal",32
11200,poetry,87
1740,"history, historical fiction, biography",59
5800,children,22
69,"fantasy, paranormal",19
5799,fiction,52
1743,"history, historical fiction, biography",23
5605,poetry,85
8083,"mystery, thriller, crime",84
3079,romance,91
5792,young-adult,75
8237,fiction,43
4935,poetry,42
5607,"fantasy, paranormal",28
8255,young-adult,77
11192,"fantasy, paranormal",56
8079,romance,67
1715,"fantasy, paranormal",59
5829,young-adult,22
1706,young-adult,60
3485,non-fiction,54
90,"history, historical fiction, biography",68
1712,poetry,62
3524,children,62
1713,fiction,92
3048,poetry,95
8074,children,44
11168,"comics, graphic",71
3174,"history, historical fiction, biography",48
3521,"history, historical fiction, biography",76
1721,non-fiction,22
1723,non-fiction,76
82,romance,62
4089,"mystery, thriller, crime",29
3235,"history, historical fiction, biography",93
6016,non-fiction,20
6245,"history, historical fiction, biography",68
6255,children,99
5479,poetry,97
2821,poetry,33
10582,"history, historical fiction, biography",85
10583,"fantasy, paranormal",56
7861,non-fiction,96
8566,romance,96
6250,non-fiction,52
8570,"comics, graphic",79
4206,fiction,43
3913,young-adult,89
10599,young-adult,53
6240,young-adult,38
5037,"mystery, thriller, crime",40
10602,"mystery, thriller, crime",26
10577,"fantasy, paranormal",79
2816,"fantasy, paranormal",64
8580,fiction,87
399,"mystery, thriller, crime",23
6280,"fantasy, paranormal",36
1907,romance,60
10559,romance,70
2803,fiction,26
3587,fiction,44
4263,children,77
10565,"mystery, thriller, crime",47
396,children,74
6272,"fantasy, paranormal",95
3909,children,26
3257,"fantasy, paranormal",31
1547,children,91
6266,"comics, graphic",40
1548,"fantasy, paranormal",82
6238,"comics, graphic",51
7870,non-fiction,85
1559,non-fiction,89
8538,fiction,98
3919,fiction,39
10645,non-fiction,79
4235,"fantasy, paranormal",19
10659,"mystery, thriller, crime",86
6181,fiction,88
6176,young-adult,20
360,fiction,41
5480,"mystery, thriller, crime",98
8528,poetry,48
10674,non-fiction,73
4225,"history, historical fiction, biography",52
10676,"mystery, thriller, crime",61
8525,fiction,77
7900,poetry,86
1899,non-fiction,80
6193,non-fiction,65
7881,young-adult,84
3918,young-adult,53
6203,"history, historical fiction, biography",59
6205,"mystery, thriller, crime",36
10629,"fantasy, paranormal",34
7880,children,99
373,children,22
10625,romance,32
8551,poetry,64
10620,"comics, graphic",31
6209,young-adult,59
7873,"comics, graphic",93
6216,"fantasy, paranormal",48
10616,"mystery, thriller, crime",97
379,"mystery, thriller, crime",52
8579,"history, historical fiction, biography",33
7855,"history, historical fiction, biography",32
351,"history, historical fiction, biography",62
463,young-adult,21
5463,young-adult,68
10477,romance,81
469,romance,94
3277,"history, historical fiction, biography",34
7825,romance,45
5466,fiction,86
3456,non-fiction,40
471,romance,32
460,"fantasy, paranormal",21
6339,children,92
3271,young-adult,40
3270,"comics, graphic",81
3591,fiction,57
3900,"fantasy, paranormal",90
2783,"fantasy, paranormal",28
474,"fantasy, paranormal",28
8582,"mystery, thriller, crime",39
10450,poetry,95
6375,children,26
490,"fantasy, paranormal",48
7793,children,25
489,children,34
8630,non-fiction,30
7800,young-adult,87
2776,"fantasy, paranormal",49
8617,non-fiction,92
10459,"mystery, thriller, crime",18
478,"fantasy, paranormal",64
10464,"mystery, thriller, crime",62
2777,"history, historical fiction, biography",36
3896,"mystery, thriller, crime",95
1926,"history, historical fiction, biography",63
453,romance,23
1533,"history, historical fiction, biography",64
3589,"fantasy, paranormal",79
8587,"mystery, thriller, crime",48
10537,"fantasy, paranormal",55
7847,"mystery, thriller, crime",27
4276,children,52
1908,fiction,63
10544,"comics, graphic",49
3260,"history, historical fiction, biography",99
1545,children,50
1920,children,47
10550,romance,77
416,fiction,79
7853,non-fiction,76
8583,non-fiction,60
10553,"mystery, thriller, crime",28
412,young-adult,93
1543,young-adult,99
4281,"mystery, thriller, crime",21
6293,young-adult,33
7844,children,51
1912,poetry,77
6303,"fantasy, paranormal",27
5471,"history, historical fiction, biography",21
6306,romance,42
1539,"history, historical fiction, biography",56
3262,"fantasy, paranormal",41
3264,"comics, graphic",58
1916,romance,67
5470,"comics, graphic",94
10510,young-adult,69
8602,poetry,40
6322,poetry,97
10506,poetry,85
5029,"comics, graphic",65
1185,fiction,39
1589,"history, historical fiction, biography",77
10716,young-adult,87
318,"mystery, thriller, crime",29
5026,poetry,75
8497,non-fiction,46
6133,poetry,25
6132,romance,49
1880,"comics, graphic",20
320,"comics, graphic",69
10714,poetry,59
7908,"mystery, thriller, crime",55
10736,"comics, graphic",93
6114,"mystery, thriller, crime",87
8508,children,47
7934,children,79
4215,poetry,56
331,poetry,51
2855,"fantasy, paranormal",49
10720,romance,50
10721,poetry,93
10688,fiction,52
8512,young-adult,45
3241,young-adult,61
7921,romance,67
8493,romance,81
5022,"mystery, thriller, crime",55
5024,fiction,80
8514,young-adult,36
7928,"history, historical fiction, biography",63
7910,"history, historical fiction, biography",73
5025,"history, historical fiction, biography",22
10692,"comics, graphic",83
6142,romance,72
4208,fiction,33
337,"fantasy, paranormal",19
5487,"history, historical fiction, biography",57
10741,children,71
5659,young-adult,32
3413,non-fiction,74
16461,children,93
14607,"fantasy, paranormal",78
7335,young-adult,50
2165,children,63
1915,"comics, graphic",66
16460,"history, historical fiction, biography",91
7570,young-adult,90
1817,"mystery, thriller, crime",73
8084,"history, historical fiction, biography",50
2159,fiction,77
16462,romance,43
7340,poetry,85
19056,"history, historical fiction, biography",75
7569,"comics, graphic",82
14454,non-fiction,99
14051,children,51
19125,children,46
1914,non-fiction,35
16516,young-adult,74
1958,fiction,71
7912,non-fiction,62
1814,young-adult,80
7752,non-fiction,81
7955,"mystery, thriller, crime",18
5135,"mystery, thriller, crime",21
14605,"mystery, thriller, crime",98
7720,children,45
7322,young-adult,23
7324,"mystery, thriller, crime",40
8095,"fantasy, paranormal",87
14042,poetry,46
19049,"history, historical fiction, biography",32
14319,young-adult,74
14176,"mystery, thriller, crime",76
7330,non-fiction,85
2140,fiction,37
4997,romance,62
14320,"fantasy, paranormal",71
1813,fiction,41
17878,"mystery, thriller, crime",95
7839,"history, historical fiction, biography",60
8090,fiction,81
18890,poetry,21
7754,poetry,81
5139,"mystery, thriller, crime",50
14046,"mystery, thriller, crime",49
7566,children,43
2049,poetry,81
16463,romance,60
2143,fiction,51
7734,"comics, graphic",60
14619,"mystery, thriller, crime",45
18905,children,22
16599,young-adult,45
1967,children,71
1883,young-adult,95
7729,"history, historical fiction, biography",75
7742,children,30
18910,non-fiction,64
2043,non-fiction,83
14450,young-adult,50
16602,fiction,95
14613,"fantasy, paranormal",42
5000,"mystery, thriller, crime",49
8069,poetry,33
1966,"history, historical fiction, biography",68
5128,fiction,58
16575,"comics, graphic",97
14614,"comics, graphic",60
3457,children,60
5127,fiction,63
17861,children,53
19008,romance,24
3410,romance,67
8076,fiction,83
8078,"history, historical fiction, biography",28
1909,"mystery, thriller, crime",88
14056,non-fiction,91
16505,"mystery, thriller, crime",24
1819,poetry,60
14054,"fantasy, paranormal",65
19095,children,66
3468,fiction,64
3486,non-fiction,96
7614,"fantasy, paranormal",91
1868,"comics, graphic",61
18901,"comics, graphic",21
19121,"history, historical fiction, biography",85
14171,"history, historical fiction, biography",84
7620,"history, historical fiction, biography",82
14057,young-adult,30
5133,non-fiction,28
3425,"history, historical fiction, biography",38
7622,poetry,91
7345,romance,52
8080,young-adult,82
16537,children,87
14610,young-adult,61
5129,"history, historical fiction, biography",86
14611,children,70
2170,children,40
7520,"fantasy, paranormal",64
7834,romance,57
18871,"comics, graphic",80
7779,poetry,99
7807,"fantasy, paranormal",63
13994,romance,52
13995,young-adult,74
13996,non-fiction,46
1927,fiction,91
16515,"history, historical fiction, biography",43
7775,fiction,39
19220,non-fiction,42
2189,romance,98
8149,"history, historical fiction, biography",66
16570,non-fiction,51
14685,non-fiction,32
7774,romance,30
14040,romance,80
8145,romance,61
4974,poetry,40
14682,"comics, graphic",28
7268,poetry,84
14422,children,60
5083,non-fiction,55
14680,"comics, graphic",71
7273,non-fiction,33
7275,poetry,78
14280,"comics, graphic",93
8138,children,40
17873,"mystery, thriller, crime",68
14008,children,45
14688,"history, historical fiction, biography",92
1929,non-fiction,65
16569,children,46
1930,fiction,71
19071,romance,25
18865,"mystery, thriller, crime",99
14295,"mystery, thriller, crime",65
14699,non-fiction,60
14424,"comics, graphic",94
1775,non-fiction,59
7791,"fantasy, paranormal",84
17858,romance,59
8155,young-adult,34
13990,non-fiction,56
7253,"mystery, thriller, crime",36
14297,"history, historical fiction, biography",45
1937,young-adult,64
17908,"fantasy, paranormal",23
7935,"comics, graphic",75
2032,non-fiction,59
14427,"fantasy, paranormal",35
5020,"fantasy, paranormal",93
7781,"history, historical fiction, biography",59
7801,"history, historical fiction, biography",61
7258,poetry,81
14692,"fantasy, paranormal",80
19075,children,54
7259,"comics, graphic",79
7263,young-adult,26
16623,young-adult,63
3493,young-adult,84
1925,"comics, graphic",78
14009,"comics, graphic",82
14277,non-fiction,76
8113,non-fiction,84
7587,"mystery, thriller, crime",90
16539,"history, historical fiction, biography",72
17875,romance,61
19087,non-fiction,80
7931,"comics, graphic",99
7832,young-adult,99
7763,"comics, graphic",50
3405,"fantasy, paranormal",39
14034,fiction,37
14655,young-adult,61
2040,children,66
16454,"mystery, thriller, crime",44
5019,children,58
14652,"fantasy, paranormal",41
14651,romance,26
17828,"mystery, thriller, crime",33
1812,"history, historical fiction, biography",61
2172,fiction,89
19059,non-fiction,74
14444,young-adult,48
8101,young-adult,44
14648,children,49
3466,poetry,41
7314,non-fiction,24
1919,"history, historical fiction, biography",75
7833,young-adult,72
7925,romance,97
14181,"history, historical fiction, biography",75
7772,"comics, graphic",23
1784,poetry,95
14269,"comics, graphic",37
19065,romance,98
7278,romance,19
14275,children,74
8132,"mystery, thriller, crime",61
1788,non-fiction,57
16448,"history, historical fiction, biography",82
3464,young-adult,96
1949,young-adult,88
16512,non-fiction,23
14670,"comics, graphic",26
4978,non-fiction,84
7596,"comics, graphic",75
18999,"mystery, thriller, crime",83
1791,"fantasy, paranormal",70
8129,"fantasy, paranormal",28
7589,poetry,54
8123,"history, historical fiction, biography",42
5090,children,71
7281,"mystery, thriller, crime",55
4982,fiction,83
7282,romance,54
19083,"fantasy, paranormal",38
14666,children,82
8116,fiction,71
7284,"fantasy, paranormal",86
16548,fiction,65
14436,non-fiction,60
8061,"history, historical fiction, biography",20
8055,non-fiction,52
8060,fiction,90
19106,children,41
16486,non-fiction,26
7537,young-adult,25
7453,"fantasy, paranormal",62
18952,"fantasy, paranormal",98
14118,"fantasy, paranormal",41
14527,children,28
16591,children,93
2095,non-fiction,65
14525,non-fiction,23
19105,non-fiction,49
5005,"history, historical fiction, biography",54
14385,young-adult,54
7532,non-fiction,51
7884,"mystery, thriller, crime",89
19164,young-adult,72
2064,fiction,57
2089,fiction,85
18956,non-fiction,40
5010,young-adult,66
17869,"comics, graphic",88
7529,fiction,70
5072,children,95
14520,romance,50
3460,non-fiction,36
2088,non-fiction,88
7887,"mystery, thriller, crime",46
1846,children,34
7992,"comics, graphic",30
19024,"mystery, thriller, crime",51
14532,fiction,48
7479,fiction,92
17836,romance,20
2106,fiction,40
16594,non-fiction,77
14544,romance,40
7669,poetry,69
2002,fiction,68
8013,"mystery, thriller, crime",88
17888,"history, historical fiction, biography",65
14542,children,52
7962,romance,96
8011,young-adult,45
14541,"mystery, thriller, crime",49
1838,children,49
7631,non-fiction,73
14379,"fantasy, paranormal",18
19165,poetry,92
18946,non-fiction,56
14538,fiction,40
19147,children,36
2102,"comics, graphic",94
5070,fiction,80
2017,non-fiction,38
14406,poetry,66
7662,"mystery, thriller, crime",45
7441,"history, historical fiction, biography",68
14114,"fantasy, paranormal",28
3463,"comics, graphic",38
5109,poetry,26
18950,"mystery, thriller, crime",67
7474,poetry,26
14124,"comics, graphic",34
7877,"history, historical fiction, biography",82
2072,young-adult,31
14393,non-fiction,55
2010,children,90
7899,poetry,95
19151,young-adult,54
3433,young-adult,99
3420,non-fiction,99
16495,"mystery, thriller, crime",53
2012,"history, historical fiction, biography",67
1889,non-fiction,73
16560,"comics, graphic",68
14496,fiction,64
14146,fiction,81
16496,"fantasy, paranormal",88
19013,fiction,98
5101,romance,35
16582,romance,24
1892,"comics, graphic",22
7513,romance,41
2014,non-fiction,96
14401,"fantasy, paranormal",75
5077,fiction,80
7519,"mystery, thriller, crime",83
7965,fiction,56
7966,romance,52
14488,"fantasy, paranormal",87
7642,"history, historical fiction, biography",64
18974,non-fiction,20
14149,fiction,22
19152,young-adult,53
16498,poetry,76
14389,romance,20
5028,romance,26
7483,poetry,19
7485,"history, historical fiction, biography",51
7990,fiction,34
7888,"comics, graphic",54
5006,non-fiction,23
7988,"history, historical fiction, biography",68
14512,young-adult,93
7527,romance,47
7526,"mystery, thriller, crime",78
2085,fiction,21
19021,"history, historical fiction, biography",57
14128,non-fiction,51
5031,poetry,87
7489,"comics, graphic",66
14139,"comics, graphic",30
7987,"fantasy, paranormal",83
7984,non-fiction,86
1851,poetry,78
16558,"history, historical fiction, biography",51
7983,poetry,38
14483,children,64
5104,poetry,26
7981,"history, historical fiction, biography",98
18962,young-adult,71
16491,"comics, graphic",47
19111,romance,78
7898,"mystery, thriller, crime",18
7979,non-fiction,79
3418,"fantasy, paranormal",27
14548,young-adult,56
14457,fiction,67
2052,children,96
7564,"fantasy, paranormal",96
5057,"fantasy, paranormal",36
14584,children,74
14082,"comics, graphic",86
1824,"history, historical fiction, biography",85
7624,non-fiction,22
7710,young-adult,76
3441,romance,35
14583,"comics, graphic",44
7562,non-fiction,34
1827,romance,77
18922,children,69
17893,"fantasy, paranormal",87
14086,poetry,71
19184,"history, historical fiction, biography",43
5119,romance,81
7706,romance,18
14165,poetry,46
2057,children,32
7860,"fantasy, paranormal",71
19120,romance,32
16531,"comics, graphic",30
14465,"history, historical fiction, biography",68
3416,"history, historical fiction, biography",87
14575,young-adult,49
8045,fiction,65
2123,romance,39
5115,romance,67
8051,young-adult,29
18921,children,52
7696,non-fiction,96
19047,"history, historical fiction, biography",96
7368,fiction,28
8057,"comics, graphic",33
14602,children,98
1895,"comics, graphic",37
14076,young-adult,47
7719,"mystery, thriller, crime",41
5123,romance,69
14342,"fantasy, paranormal",68
7249,non-fiction,30
14166,"history, historical fiction, biography",73
7859,fiction,42
14598,non-fiction,76
14078,"history, historical fiction, biography",20
14597,young-adult,29
18920,"history, historical fiction, biography",70
7717,"history, historical fiction, biography",78
2134,"mystery, thriller, crime",44
7375,"mystery, thriller, crime",63
14594,"history, historical fiction, biography",66
14458,"fantasy, paranormal",24
2130,"comics, graphic",86
18918,"mystery, thriller, crime",22
7377,fiction,43
19185,"fantasy, paranormal",45
5043,"comics, graphic",62
17894,"comics, graphic",58
7712,non-fiction,92
14588,"history, historical fiction, biography",77
8036,poetry,33
2018,fiction,22
7428,romance,76
3435,romance,88
1992,young-adult,26
14364,poetry,80
16579,"history, historical fiction, biography",55
14470,fiction,56
5066,children,71
14237,"comics, graphic",37
7871,children,32
7677,young-adult,41
8021,romance,77
5095,"comics, graphic",30
1997,"fantasy, paranormal",50
19103,young-adult,20
2110,children,94
19145,young-adult,30
1991,fiction,28
1999,non-fiction,59
7424,"fantasy, paranormal",58
14102,"mystery, thriller, crime",42
2063,"history, historical fiction, biography",99
8019,"mystery, thriller, crime",28
7425,fiction,52
5011,"mystery, thriller, crime",97
14104,"comics, graphic",49
19173,poetry,68
19028,fiction,57
7876,fiction,61
2107,"fantasy, paranormal",66
19172,"history, historical fiction, biography",94
18936,young-adult,70
14207,young-adult,23
5114,poetry,66
3440,"history, historical fiction, biography",24
19179,children,35
8032,romance,34
16598,fiction,99
7862,poetry,72
2058,"comics, graphic",96
18932,children,35
7959,young-adult,63
19177,"comics, graphic",62
7402,"fantasy, paranormal",61
16553,"comics, graphic",28
14162,"comics, graphic",60
7629,"mystery, thriller, crime",99
8028,young-adult,56
2115,children,51
14361,fiction,20
2060,"mystery, thriller, crime",65
8027,"mystery, thriller, crime",51
5013,"history, historical fiction, biography",35
7960,romance,67
7406,romance,18
5113,poetry,32
14359,non-fiction,20
7866,fiction,83
7868,children,45
7408,poetry,68
19102,"mystery, thriller, crime",65
14562,fiction,61
7409,children,69
7938,"comics, graphic",29
18695,"comics, graphic",30
7248,"comics, graphic",52
15542,"fantasy, paranormal",83
18358,"comics, graphic",31
6191,"fantasy, paranormal",79
6190,romance,34
6185,"mystery, thriller, crime",71
18357,romance,30
18041,fiction,33
6182,"history, historical fiction, biography",47
2845,romance,63
2846,"mystery, thriller, crime",39
6172,"history, historical fiction, biography",47
2848,"comics, graphic",44
16179,"history, historical fiction, biography",42
2849,"mystery, thriller, crime",81
15613,fiction,63
6167,fiction,63
6166,"fantasy, paranormal",68
18349,poetry,95
6165,"comics, graphic",66
16178,"comics, graphic",20
18346,fiction,48
18345,poetry,69
6155,children,41
6153,"mystery, thriller, crime",71
6152,"fantasy, paranormal",85
2851,"fantasy, paranormal",86
2843,"history, historical fiction, biography",47
16182,"comics, graphic",48
15591,"history, historical fiction, biography",74
15568,young-adult,20
6275,fiction,30
15547,children,48
6270,"fantasy, paranormal",41
6268,romance,74
